GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM
20181,"Sherman County, Kansas",6038,3048,2990,25653,4132,573,173,26,14,5966,247,165,412,1010,566,444,2826,40
20193,"Thomas County, Kansas",7909,3901,4008,26718,5046,953,370,92,17,7792,248,294,542,756,371,385,4323,41
20127,"Morris County, Kansas",5694,2835,2859,26569,4145,438,213,46,0,5611,256,267,523,492,209,283,2751,19
20163,"Rooks County, Kansas",5160,2500,2660,25415,3627,563,254,39,24,4976,241,216,457,673,318,355,2526,15
20025,"Clark County, Kansas",2131,1078,1053,27087,1485,335,70,11,11,2069,109,116,225,281,121,160,982,9
20077,"Harper County, Kansas",5798,2939,2859,25698,4049,559,195,24,19,5650,393,302,695,771,372,399,2644,23
20111,"Lyon County, Kansas",33401,16250,17151,24307,19999,3445,1386,248,255,33003,2370,2155,4525,6671,3084,3587,16597,74
20145,"Pawnee County, Kansas",6840,3895,2945,24404,5052,677,360,78,15,5758,201,253,454,423,120,303,2920,9
46107,"Potter County, South Dakota",2306,1103,1203,32853,1752,268,62,14,6,2227,78,83,161,235,118,117,1134,0
39021,"Champaign County, Ohio",39175,19599,19576,25528,26605,2931,1283,102,75,38687,1604,1073,2677,4279,1969,2310,17673,55
39057,"Greene County, Ohio",164325,80712,83613,33138,109074,21775,14430,2079,2780,160467,6023,4282,10305,19929,8553,11376,77282,287
39087,"Lawrence County, Ohio",61503,30191,31312,22844,42820,3806,1707,380,163,60918,3306,2317,5623,11183,5128,6055,24142,274
39115,"Morgan County, Ohio",14857,7392,7465,22122,10417,877,336,34,21,14677,899,732,1631,2936,1312,1624,5341,57
39175,"Wyandot County, Ohio",22359,11090,11269,25431,15415,1582,553,89,31,22096,978,664,1642,2440,1025,1415,10667,109
39043,"Erie County, Ohio",75808,37092,38716,30223,53707,7236,3149,865,347,74861,3601,2516,6117,9584,4334,5250,34822,72
39091,"Logan County, Ohio",45388,22470,22918,26525,31017,3143,1339,211,132,45073,2742,2017,4759,6258,2585,3673,20586,105
39153,"Summit County, Ohio",541372,262454,278918,30803,375132,73796,29612,7179,4630,536315,23593,18888,42481,75894,33204,42690,255806,882
39149,"Shelby County, Ohio",48949,24679,24270,28410,32301,3277,1884,193,166,48603,1632,1156,2788,4600,1927,2673,23702,142
39171,"Williams County, Ohio",37270,18437,18833,24160,25769,2418,966,171,104,36106,1471,929,2400,5176,2179,2997,16852,197
39029,"Columbiana County, Ohio",105230,52906,52324,24758,75173,7046,2757,420,253,101691,5550,4415,9965,15946,6929,9017,45624,342
39051,"Fulton County, Ohio",42466,21055,21411,27922,28535,3126,1300,334,97,42077,1362,835,2197,4688,2218,2470,20063,94
39053,"Gallia County, Ohio",30376,14839,15537,22293,20590,1862,1090,113,116,29998,2114,1508,3622,6334,2599,3735,11360,96
39099,"Mahoning County, Ohio",233015,113472,119543,25901,164692,24386,9637,2265,1245,227859,9904,7845,17749,40823,17826,22997,100590,1082
39145,"Scioto County, Ohio",77366,38260,39106,22586,53122,4815,2471,392,287,74512,4048,3345,7393,17569,8059,9510,27661,142
39117,"Morrow County, Ohio",35032,17580,17452,24864,23736,2237,821,134,14,34768,1701,1386,3087,3816,1963,1853,16351,155
39135,"Preble County, Ohio",41561,20594,20967,25374,28699,2695,937,152,86,41226,1756,1876,3632,5536,2475,3061,19102,172
39003,"Allen County, Ohio",104664,52851,51813,24551,69294,7063,3567,926,492,102085,5561,3698,9259,16228,7679,8549,47134,246
39033,"Crawford County, Ohio",42485,20785,21700,24386,29720,2478,1055,198,35,41907,1882,1588,3470,6566,2836,3730,17953,122
39059,"Guernsey County, Ohio",39478,19497,19981,22864,27290,2373,1054,195,103,38985,2160,1617,3777,7722,3463,4259,16146,168
39107,"Mercer County, Ohio",40886,20558,20328,27540,27115,2957,1477,75,55,40499,1295,968,2263,3347,1352,1995,20286,96
39023,"Clark County, Ohio",136175,65897,70278,25270,92888,10432,4858,809,590,134417,6287,5193,11480,23792,10593,13199,58685,368
39093,"Lorain County, Ohio",304091,149762,154329,28555,207879,30342,14272,2542,1672,297506,11555,8880,20435,41156,16700,24456,136657,2226
39113,"Montgomery County, Ohio",532761,256454,276307,27602,362549,56864,29054,5258,3606,524589,27401,20542,47943,95684,42761,52923,235180,1568
39165,"Warren County, Ohio",222184,111615,110569,37479,147940,38132,17098,3221,2140,215732,5744,5323,11067,11581,4990,6591,105093,227
39007,"Ashtabula County, Ohio",99175,49847,49328,21936,68800,5866,2541,329,290,96088,5853,4720,10573,18735,8383,10352,39685,242
40071,"Kay County, Oklahoma",45398,22517,22881,24057,29914,4196,1191,260,178,44735,3827,3298,7125,7919,3436,4483,19218,218
40035,"Craig County, Oklahoma",14683,7494,7189,20666,10264,1027,317,77,50,13934,1250,1219,2469,2458,1084,1374,5664,119
40017,"Canadian County, Oklahoma",129571,64268,65303,29852,85210,16196,4486,756,529,127742,6870,6010,12880,10237,4674,5563,63929,693
40077,"Latimer County, Oklahoma",10643,5393,5250,24233,7103,700,334,26,67,10449,1117,1026,2143,1957,796,1161,3827,36
40139,"Texas County, Oklahoma",21499,11359,10140,23324,13083,2031,339,164,97,21373,1910,1576,3486,2814,1145,1669,11128,106
40127,"Pushmataha County, Oklahoma",11149,5462,5687,22596,7896,716,354,46,23,11019,1159,1045,2204,2414,1081,1333,4065,18
40069,"Johnston County, Oklahoma",11027,5422,5605,21022,7468,707,402,39,33,10905,1046,1226,2272,2272,899,1373,3828,20
40007,"Beaver County, Oklahoma",5479,2707,2772,25935,3636,613,126,17,27,5398,321,440,761,547,242,305,2550,26
40063,"Hughes County, Oklahoma",13727,7368,6359,18004,9639,712,260,28,48,12038,1215,1248,2463,2373,1094,1279,4193,38
40031,"Comanche County, Oklahoma",124583,64689,59894,25186,77549,10404,4186,772,667,111780,8463,8331,16794,19294,8464,10830,56886,724
40001,"Adair County, Oklahoma",22161,10997,11164,16576,14239,1416,384,39,73,22035,3062,2784,5846,6595,3134,3461,8065,20
40137,"Stephens County, Oklahoma",44631,21698,22933,25177,30468,4077,944,268,200,44042,3300,3330,6630,6798,2969,3829,18402,265
40019,"Carter County, Oklahoma",48530,23448,25082,24965,32200,4056,1601,387,225,47870,3574,3394,6968,7395,3185,4210,20500,122
40055,"Greer County, Oklahoma",6081,3546,2535,20073,4311,450,138,29,4,5035,398,426,824,957,432,525,2180,21
40091,"McIntosh County, Oklahoma",20161,9950,10211,22241,14666,1352,542,57,67,19858,1768,1722,3490,3757,1732,2025,6888,51
40099,"Murray County, Oklahoma",13792,6801,6991,24804,9514,1307,491,52,69,13379,1111,1227,2338,1925,732,1193,6093,9
40115,"Ottawa County, Oklahoma",32022,15720,16302,19415,20815,1891,719,187,95,31578,2898,2721,5619,6957,3298,3659,12653,99
40145,"Wagoner County, Oklahoma",76190,37685,38505,27337,50989,8032,2351,387,333,75899,5247,4782,10029,8206,3565,4641,34773,361
40015,"Caddo County, Oklahoma",29510,15389,14121,21071,19473,2269,767,38,56,28457,3319,3184,6503,5883,2940,2943,11215,133
40101,"Muskogee County, Oklahoma",69939,34194,35745,21800,46411,6362,1930,372,232,67049,6613,6628,13241,14085,6040,8045,26715,322
36121,"Wyoming County, New York",41239,22339,18900,25635,29560,2789,1385,178,81,37655,1321,883,2204,4312,2007,2305,18049,146
40013,"Bryan County, Oklahoma",44529,21641,22888,22171,29488,4200,1840,238,232,44080,3827,3885,7712,7551,3461,4090,17904,261
51023,"Botetourt County, Virginia",33192,16425,16767,34733,24034,4398,1681,257,234,32914,925,717,1642,2732,1163,1569,15851,57
51520,"Bristol city, Virginia",17340,8084,9256,21589,12269,1883,686,137,169,17175,1461,915,2376,3498,1233,2265,7307,191
17201,"Winnebago County, Illinois",288896,141203,147693,27297,194929,27796,12255,2433,1198,285739,14016,9965,23981,44086,19561,24525,129506,856
17147,"Piatt County, Illinois",16469,8145,8324,33672,11576,2223,1014,108,112,16418,360,345,705,927,379,548,8380,30
17153,"Pulaski County, Illinois",5792,2839,2953,20195,4052,331,111,5,0,5784,253,182,435,1051,464,587,1886,5
01099,"Monroe County, Alabama",21975,10522,11453,17264,14893,1158,505,57,126,21750,1772,1799,3571,6972,3135,3837,6424,53
01079,"Lawrence County, Alabama",33433,16272,17161,22419,23427,1700,619,73,23,33206,1989,1680,3669,6050,2774,3276,12429,45
01081,"Lee County, Alabama",153947,76027,77920,26170,90099,17732,8781,1497,2995,152225,7870,6599,14469,34085,15745,18340,70201,382
01093,"Marion County, Alabama",30239,14958,15281,21835,21538,1713,816,123,33,29669,1535,1303,2838,5509,2603,2906,11521,130
01107,"Pickens County, Alabama",20042,9877,10165,20089,14084,1105,354,60,47,19132,1300,820,2120,4575,1969,2606,6728,45
01119,"Sumter County, Alabama",13285,6135,7150,14739,8278,907,464,61,68,13155,1229,1163,2392,4582,2012,2570,4199,9
01073,"Jefferson County, Alabama",659096,311971,347125,29456,446097,84843,34094,13929,7388,651846,37463,33618,71081,116750,50114,66636,292781,1869
01023,"Choctaw County, Alabama",13287,6349,6938,20994,9448,740,296,81,13,13159,797,719,1516,2743,1152,1591,4143,76
01059,"Franklin County, Alabama",31573,15553,16020,19314,20928,1660,702,131,100,31322,2018,2397,4415,6951,2689,4262,12197,449
01091,"Marengo County, Alabama",20066,9433,10633,22996,13679,1414,455,90,64,19852,1247,1184,2431,5504,2176,3328,6554,144
01113,"Russell County, Alabama",58636,28519,30117,21279,38568,4152,1862,336,212,56906,4563,4090,8653,12423,5158,7265,24308,114
01019,"Cherokee County, Alabama",25897,12883,13014,23010,18694,1463,766,279,102,25566,1259,1158,2417,4188,2037,2151,9952,22
01039,"Covington County, Alabama",37729,18219,19510,22431,26492,2653,977,272,51,37212,2384,2233,4617,7031,3088,3943,14210,189
01041,"Crenshaw County, Alabama",13896,6863,7033,21580,9551,1045,318,21,15,13718,821,728,1549,2484,1107,1377,5550,36
01047,"Dallas County, Alabama",41426,19128,22298,18248,27038,2233,1134,277,83,41115,2719,2422,5141,14027,5546,8481,13879,205
08101,"Pueblo County, Colorado",162158,79805,82353,23110,108786,14603,6607,1075,820,158695,8945,5981,14926,31907,14623,17284,64701,460
08085,"Montrose County, Colorado",40866,20143,20723,24308,28950,4230,2076,363,216,40485,3076,2955,6031,7278,3193,4085,16553,166
08087,"Morgan County, Colorado",28288,14071,14217,24077,18182,1805,815,237,71,27958,1368,1262,2630,2986,1057,1929,13009,30
08093,"Park County, Colorado",16440,8640,7800,34377,12809,2720,872,104,208,16299,1254,641,1895,1022,436,586,8744,147
08109,"Saguache County, Colorado",6255,3074,3181,22267,4429,768,282,15,63,6234,753,791,1544,1409,573,836,2445,24
08077,"Mesa County, Colorado",148166,73393,74773,27612,99979,17395,6219,1287,1194,146965,9841,8881,18722,23633,10888,12745,66979,852
08099,"Prowers County, Colorado",12121,6089,6032,22033,7821,846,296,30,32,11934,1001,517,1518,2422,1059,1363,5379,106
08053,"Hinsdale County, Colorado",856,407,449,29574,701,221,31,17,18,856,49,53,102,96,45,51,407,4
08041,"El Paso County, Colorado",665171,334605,330566,31217,422966,94598,47296,7424,5344,633612,32779,26511,59290,73012,32977,40035,320427,2552
08121,"Washington County, Colorado",4814,2477,2337,26279,3383,411,106,14,10,4548,215,144,359,529,230,299,2140,18
08049,"Grand County, Colorado",14490,7752,6738,32919,10737,3030,691,208,62,14430,1398,1146,2544,1523,787,736,8234,54
08005,"Arapahoe County, Colorado",617668,303932,313736,36951,413227,108428,44392,10204,5282,612295,37492,32062,69554,65383,29560,35823,316545,2278
08089,"Otero County, Colorado",18440,9072,9368,20358,12348,1425,533,131,24,18251,1204,1090,2294,4154,2026,2128,7155,17
08014,"Broomfield County, Colorado",62449,30980,31469,43736,42402,13968,6315,980,980,62115,2084,1357,3441,3667,1551,2116,32938,398
10003,"New Castle County, Delaware",551997,267276,284721,34541,373316,77943,38515,7779,8026,543604,20688,17010,37698,60817,26035,34782,265673,1647
10005,"Sussex County, Delaware",211224,102453,108771,31874,155215,21624,11442,2539,1468,208518,10180,7839,18019,26765,11489,15276,90267,974
10001,"Kent County, Delaware",171474,82687,88787,27420,112384,16203,7280,1332,1170,168146,7313,5747,13060,21866,9363,12503,76484,521
11001,"District of Columbia, District of Columbia",659009,312629,346380,50832,462997,108252,90366,38536,19162,648263,20265,13154,33419,112060,48859,63201,345735,2066
09009,"New Haven County, Connecticut",860874,415286,445588,35085,591915,109536,63749,16955,12717,850312,33267,26698,59965,106796,46555,60241,414017,2366
09005,"Litchfield County, Connecticut",185141,91469,93672,40619,135352,26729,14833,2894,1587,183779,6385,4628,11013,12706,6179,6527,96122,659
37027,"Caldwell County, North Carolina",81623,40166,41457,21991,57994,5561,1829,420,189,80778,6052,5670,11722,14137,6291,7846,33236,449
37035,"Catawba County, North Carolina",155461,76086,79375,25960,106667,15711,5576,1178,587,153975,10419,9158,19577,24269,10999,13270,69477,627
37045,"Cleveland County, North Carolina",97113,46731,50382,21664,66196,6380,3308,569,535,96868,7589,6278,13867,19866,8310,11556,39452,125
37049,"Craven County, North Carolina",104190,52791,51399,26830,67479,9770,4020,764,604,96561,7176,5955,13131,15205,6410,8795,46375,517
37065,"Edgecombe County, North Carolina",54669,25396,29273,18946,37030,2496,1089,176,86,53769,4383,3459,7842,13750,5909,7841,20840,899
37077,"Granville County, North Carolina",58341,29722,28619,24859,40513,5498,1732,416,222,55352,3688,2807,6495,9109,4169,4940,23936,163
37085,"Harnett County, North Carolina",126620,62640,63980,22351,80278,10485,3979,643,357,120300,8360,7485,15845,22461,10008,12453,51265,342
37093,"Hoke County, North Carolina",51853,25654,26199,19654,32562,4315,1170,96,199,47833,3468,3579,7047,11545,5128,6417,20223,265
37089,"Henderson County, North Carolina",110905,53523,57382,28290,81797,15743,6316,1181,1072,109798,8303,6755,15058,14559,6677,7882,46669,209
37095,"Hyde County, North Carolina",5629,2977,2652,19181,4069,266,77,13,0,4951,420,477,897,1108,431,677,2080,51
37097,"Iredell County, North Carolina",167493,82362,85131,30393,113529,20177,6809,1369,804,166284,9766,10320,20086,22114,9216,12898,76677,867
37119,"Mecklenburg County, North Carolina",1011774,486037,525737,35669,669789,191987,72577,16329,7772,1006217,75023,65334,140357,141024,61267,79757,508464,4793
37131,"Northampton County, North Carolina",20628,10017,10611,19126,15083,1024,499,99,79,19846,1536,1523,3059,5616,2380,3236,6837,34
37147,"Pitt County, North Carolina",175150,82515,92635,25462,103759,19154,7920,1755,1737,173917,12136,11661,23797,41412,17525,23887,80774,495
37159,"Rowan County, North Carolina",138694,68575,70119,23838,94810,12060,3688,555,407,136184,10326,8929,19255,24142,10589,13553,56970,422
37181,"Vance County, North Carolina",44508,20766,23742,21188,29683,2448,678,183,93,44051,3425,3032,6457,11177,4944,6233,16664,24
37039,"Cherokee County, North Carolina",27226,13308,13918,21152,20675,2453,1151,257,116,26946,2618,2344,4962,5247,2370,2877,9364,151
37053,"Currituck County, North Carolina",24864,12299,12565,29340,17586,2803,848,110,84,24549,1977,1474,3451,2468,914,1554,11985,87
37179,"Union County, North Carolina",217614,107221,110393,32754,137190,32883,10024,2067,1162,216646,12801,11256,24057,20772,9373,11399,101446,688
37193,"Wilkes County, North Carolina",68888,33902,34986,21798,48877,4747,1524,257,198,68019,5208,3964,9172,14278,6552,7726,27311,86
37127,"Nash County, North Carolina",94385,45309,49076,25232,64449,8474,3121,552,468,92985,6134,6063,12197,16057,6109,9948,40446,144
37003,"Alexander County, North Carolina",37211,18974,18237,22655,26287,2394,910,174,24,35980,2286,1837,4123,6240,2909,3331,15281,256
37055,"Dare County, North Carolina",35187,17290,17897,30898,26002,5028,1784,387,353,35027,3541,2711,6252,2885,1320,1565,18056,225
37185,"Warren County, North Carolina",20324,10196,10128,21543,14437,1280,635,84,114,19335,1800,1330,3130,4662,2187,2475,6845,50
37195,"Wilson County, North Carolina",81617,38626,42991,23383,55015,7035,2479,407,292,80492,6393,5753,12146,18043,7891,10152,34322,1601
37073,"Gates County, North Carolina",11615,5762,5853,24335,8245,788,268,101,36,11510,678,533,1211,1391,581,810,4989,80
37075,"Graham County, North Carolina",8651,4326,4325,19095,6004,557,231,52,0,8536,802,813,1615,1650,802,848,2959,0
37115,"Madison County, North Carolina",21130,10447,10683,22653,14943,2132,1156,229,175,20899,1511,978,2489,3337,1436,1901,9044,61
37137,"Pamlico County, North Carolina",12892,6599,6293,25461,9832,1200,506,58,125,12233,964,977,1941,1773,710,1063,4766,62
37149,"Polk County, North Carolina",20324,9732,10592,29728,15498,3159,1265,329,174,20042,1157,1395,2552,2902,1389,1513,8327,187
37151,"Randolph County, North Carolina",142588,70281,72307,22349,97483,10502,3220,489,527,141369,11557,9968,21525,23757,10985,12772,62644,413
37169,"Stokes County, North Carolina",46453,22749,23704,23500,33618,3744,850,53,166,46011,3031,2782,5813,7052,3178,3874,19887,68
37187,"Washington County, North Carolina",12503,5815,6688,21117,8641,559,212,50,15,12321,885,1001,1886,2916,923,1993,4400,15
37043,"Clay County, North Carolina",10730,5059,5671,25433,8070,1067,401,92,134,10680,897,980,1877,1731,751,980,4063,56
37051,"Cumberland County, North Carolina",325841,159259,166582,23627,201229,31694,13368,1939,1522,298408,18581,17778,36359,55235,22754,32481,143280,1096
37081,"Guilford County, North Carolina",511815,242827,268988,28582,339288,76052,29389,6180,5296,507863,34311,30695,65006,87165,37656,49509,236026,1252
37099,"Jackson County, North Carolina",41227,20392,20835,23674,26312,4338,2145,472,772,40951,3353,2420,5773,8646,4138,4508,17218,79
37139,"Pasquotank County, North Carolina",39909,19548,20361,23714,26667,3177,1512,157,188,38471,2768,2701,5469,6521,2798,3723,16737,192
37155,"Robeson County, North Carolina",134576,64911,69665,17161,85168,7545,2371,542,298,132630,12732,11008,23740,40313,18242,22071,47527,448
37173,"Swain County, North Carolina",14234,6940,7294,20918,9749,979,392,71,53,14055,1783,1299,3082,3277,1544,1733,5359,35
37183,"Wake County, North Carolina",998576,485068,513508,37315,656256,209531,86957,15793,16312,989818,55394,48037,103431,105133,47986,57147,510506,3854
37007,"Anson County, North Carolina",25883,13575,12308,19105,18180,1204,342,69,117,24129,2304,1657,3961,5484,2475,3009,9920,23
37111,"McDowell County, North Carolina",45013,22731,22282,20439,32087,3307,1007,251,134,44107,3517,2758,6275,8814,4184,4630,17198,136
37069,"Franklin County, North Carolina",62989,31235,31754,23862,43150,6141,2251,298,115,61965,4582,4006,8588,9967,4415,5552,26686,259
37103,"Jones County, North Carolina",10074,4878,5196,21058,7453,687,247,41,71,9985,933,686,1619,2285,1007,1278,3815,60
37113,"Macon County, North Carolina",33991,16429,17562,27282,25339,3866,1394,357,164,33774,3190,2832,6022,6183,2829,3354,13501,360
37019,"Brunswick County, North Carolina",119167,57790,61377,29707,91995,16111,6721,1124,875,118194,9058,7642,16700,17992,7317,10675,45376,455
37175,"Transylvania County, North Carolina",33062,15910,17152,26037,24839,4448,2044,423,451,32587,2938,2695,5633,4598,1926,2672,13088,65
37013,"Beaufort County, North Carolina",47513,22714,24799,24657,33861,4039,1724,275,248,47150,3227,2697,5924,8215,3445,4770,18773,73
